CHR	POS1	POS2	N_CHR	R^2	D	Dprime
LG12	171576	180574	72	0.00316274	0.0106096	0.09839	
LG12	171626	171922	72	0.00496524	0.0115741	0.0943396	
LG12	171626	172029	72	0.00858278	-0.0169753	-0.289474	
LG12	171626	172079	72	0.167031	-0.0895062	-0.763158	
LG12	171626	172541	72	0.026753	-0.0183256	-1	
LG12	171626	172836	72	0.0940771	-0.0669367	-0.445443	
LG12	171626	173513	72	0.0111771	0.0221836	0.242105	
LG12	171626	173528	72	0.00225693	-0.00578704	-0.0943396	
LG12	171626	173682	72	0.0014103	-0.00752315	-0.0977444	
LG12	171626	174043	72	0.0526943	-0.041088	-0.747368	
LG12	171626	174393	72	0.0819974	0.0524691	0.320755	
LG12	171626	174397	72	0.0626756	0.0543981	0.494737	
LG12	171626	174612	72	0.0351994	0.0412809	0.331269	
LG12	171626	174803	72	0.0705699	0.054591	0.303974	
LG12	171626	175837	72	0.128793	0.0569059	0.506003	
LG12	171626	175871	72	0.0550827	0.050733	0.477314	
LG12	171626	176015	72	0.00711734	0.00945216	0.184906	
LG12	171626	176049	72	0.023091	-0.0271991	-0.494737	
LG12	171626	176431	72	0.00862135	0.019483	0.113102	
LG12	171626	176526	72	0.0646458	-0.0403164	-1	
LG12	171626	176570	72	0.0019861	-0.00925926	-0.0526316	
LG12	171626	176902	72	0.0243297	-0.0324074	-0.368421	
LG12	171626	176985	72	0.000132042	-0.00250772	-0.0220713	
LG12	171626	177035	72	0.105065	0.0532407	0.433962	
LG12	171626	177162	72	0.022302	-0.0227623	-0.621053	
LG12	171626	177339	72	0.0716981	-0.0439815	-1	
LG12	171626	177691	72	1.04531e-05	0.000578704	0.00377358	
LG12	171626	177787	72	0.0260901	0.0196759	0.320755	
LG12	171626	178241	72	0.0035466	0.00868056	0.0943396	
LG12	171626	178547	72	0.00806046	-0.0192901	-0.18797	
LG12	171626	178640	72	7.25177e-05	0.00135031	0.0120069	
LG12	171626	179117	72	0.00923639	0.0152392	0.135506	
LG12	171626	179632	72	0.112463	0.0437886	0.61186	
LG12	171626	179946	72	0.0477566	-0.0443673	-0.242105	
LG12	171626	180420	72	0.00145399	0.00713735	0.0410655	
LG12	171626	180574	72	0.0396507	-0.0337577	-0.708502	
LG12	171922	172029	72	0.558036	0.115741	0.892857	
LG12	171922	172079	72	0.16	-0.0740741	-1	
LG12	171922	172541	72	0.0149254	-0.0115741	-1	
LG12	171922	172836	72	0.15122	0.0717593	1	
LG12	171922	173513	72	0.106383	0.0578704	1	
LG12	171922	173528	72	0.0181818	0.0138889	1	
LG12	171922	173682	72	0.0823529	-0.0486111	-1	
LG12	171922	174043	72	0.00210526	-0.00694444	-0.2	
LG12	171922	174393	72	0.00357143	-0.00925926	-0.25	
LG12	171922	174397	72	0.142857	-0.0694444	-0.714286	
LG12	171922	174612	72	0.0619195	-0.0462963	-0.526316	
LG12	171922	174803	72	0.0214729	-0.025463	-0.478261	
LG12	171922	175837	72	0.186289	0.0578704	0.454545	
LG12	171922	175871	72	0.0194066	0.025463	0.37931	
LG12	171922	176015	72	0.000597015	0.00231481	0.04	
LG12	171922	176049	72	0.0189474	0.0208333	0.157895	
LG12	171922	176431	72	0.000170213	-0.00231481	-0.04	
LG12	171922	176526	72	0.00745156	-0.0115741	-0.454545	
LG12	171922	176570	72	0.025	-0.0277778	-0.25	
LG12	171922	176902	72	3.08149e-32	0	0	
LG12	171922	176985	72	0.0265932	-0.0300926	-0.419355	
LG12	171922	177035	72	0.01	-0.0138889	-0.5	
LG12	171922	177162	72	0.0322581	-0.0231481	-1	
LG12	171922	177339	72	0.04	0.0277778	0.2	
LG12	171922	177691	72	0.0526316	-0.0347222	-1	
LG12	171922	177787	72	0.0181818	-0.0138889	-1	
LG12	171922	178241	72	0.0285714	-0.0208333	-1	
LG12	171922	178547	72	0.0162338	-0.0231481	-0.357143	
LG12	171922	178640	72	0.00745156	-0.0115741	-0.454545	
LG12	171922	179117	72	0.0360656	-0.025463	-1	
LG12	171922	179632	72	0.232527	0.0532407	0.657143	
LG12	171922	179946	72	0.088	0.0509259	1	
LG12	171922	180420	72	0.292834	0.0856481	0.672727	
LG12	171922	180574	72	0.0127771	-0.0162037	-0.538462	
LG12	171922	181662	72	0.0117647	-0.00925926	-1	
LG12	172029	172079	72	0.0201451	-0.029321	-0.296875	
LG12	172029	172541	72	0.021322	-0.0154321	-1	
LG12	172029	172836	72	0.0688434	0.0540123	0.564516	
LG12	172029	173513	72	0.151976	0.0771605	1	
LG12	172029	173528	72	0.025974	0.0185185	1	
LG12	172029	173682	72	0.117647	-0.0648148	-1	
LG12	172029	174043	72	0.0909774	0.0509259	0.314286	
LG12	172029	174393	72	0.015625	-0.0216049	-0.4375	
LG12	172029	174397	72	0.0862245	-0.0601852	-0.464286	
LG12	172029	174612	72	0.00934321	-0.0200617	-0.171053	
LG12	172029	174803	72	6.33794e-05	-0.00154321	-0.0217391	
LG12	172029	175837	72	0.0563125	0.0354938	0.298701	
LG12	172029	175871	72	0.0277237	0.0339506	0.37931	
LG12	172029	176015	72	0.00021322	-0.00154321	-0.1	
LG12	172029	176049	72	0.018797	0.0231481	0.142857	
LG12	172029	176431	72	0.0294225	0.0339506	0.234043	
LG12	172029	176526	72	0.0179902	-0.0200617	-0.590909	
LG12	172029	176570	72	0.00223214	-0.00925926	-0.0625	
LG12	172029	176902	72	0.000558036	-0.00462963	-0.0625	
LG12	172029	176985	72	5.61987e-05	0.00154321	0.0121951	
LG12	172029	177035	72	0.0223214	-0.0231481	-0.625	
LG12	172029	177162	72	0.0294931	0.0246914	0.228571	
LG12	172029	177339	72	0.0142857	0.0185185	0.142857	
LG12	172029	177691	72	0.00300752	0.00925926	0.0571429	
LG12	172029	177787	72	0.025974	-0.0185185	-1	
LG12	172029	178241	72	0.0408163	-0.0277778	-1	
LG12	172029	178547	72	0.00701531	-0.0169753	-0.196429	
LG12	172029	178640	72	0.0179902	-0.0200617	-0.590909	
LG12	172029	179117	72	0.00170321	-0.00617284	-0.181818	
LG12	172029	179632	72	0.0759812	0.0339506	0.44898	
LG12	172029	179946	72	0.0438961	0.0401235	0.590909	
LG12	172029	180420	72	0.168755	0.0725309	0.427273	
LG12	172029	180574	72	0.00596014	-0.0123457	-0.307692	
LG12	172029	181662	72	0.0168067	-0.0123457	-1	
LG12	172079	172541	72	0.0932836	0.0385802	1	
LG12	172079	172836	72	0.00192762	0.0108025	0.0564516	
LG12	172079	173513	72	0.163574	-0.095679	-0.496	
LG12	172079	173528	72	0.0181818	-0.0185185	-0.4	
LG12	172079	173682	72	0.0268908	0.037037	0.228571	
LG12	172079	174043	72	0.00842105	0.0185185	0.16	
LG12	172079	174393	72	0.0201451	-0.029321	-0.296875	
LG12	172079	174397	72	0.000357143	0.00462963	0.025	
LG12	172079	174612	72	3.86997e-05	0.00154321	0.00735294	
LG12	172079	174803	72	0.000177462	-0.00308642	-0.0217391	
LG12	172079	175837	72	0.021535	-0.0262346	-0.386364	
LG12	172079	175871	72	0.0144747	-0.029321	-0.131034	
LG12	172079	176015	72	0.0180597	-0.0169753	-0.55	
LG12	172079	176049	72	0.00210526	-0.00925926	-0.1	
LG12	172079	176431	72	4.25532e-05	-0.00154321	-0.01	
LG12	172079	176526	72	0.0269001	0.029321	0.345455	
LG12	172079	176570	72	0.000390625	-0.00462963	-0.025	
LG12	172079	176902	72	0.0015625	-0.00925926	-0.0625	
LG12	172079	176985	72	0.00476003	0.0169753	0.0709677	
LG12	172079	177035	72	0.01	-0.0185185	-0.25	
LG12	172079	177162	72	0.0426613	0.0354938	0.46	
LG12	172079	177339	72	0.0025	0.00925926	0.1	
LG12	172079	177691	72	0.0889474	0.0601852	0.52	
LG12	172079	177787	72	0.00113636	0.00462963	0.1	
LG12	172079	178241	72	2.85258e-32	-5.55112e-17	-9.99201e-16	
LG12	172079	178547	72	0.00795455	0.0216049	0.1	
LG12	172079	178640	72	7.45156e-05	0.00154321	0.0181818	
LG12	172079	179117	72	0.00745156	0.0154321	0.181818	
LG12	172079	179632	72	0.0396703	-0.029321	-0.678571	
LG12	172079	179946	72	0.00222727	0.0108025	0.0795455	
LG12	172079	180420	72	0.089893	-0.0632716	-0.602941	
LG12	172079	180574	72	0.0260756	0.0308642	0.307692	
LG12	172079	181662	72	0.0222426	0.0169753	0.55	
LG12	172541	172836	72	0.0987	-0.0395448	-1	
LG12	172541	173513	72	0.0396951	0.0241127	1	
LG12	172541	173528	72	0.00678426	0.00578704	1	
LG12	172541	173682	72	0.0307287	-0.0202546	-1	
LG12	172541	174043	72	0.0166222	0.0133102	0.242105	
LG12	172541	174393	72	0.021322	-0.0154321	-1	
LG12	172541	174397	72	0.104478	-0.0405093	-1	
LG12	172541	174612	72	0.00156185	0.00501543	0.152941	
LG12	172541	174803	72	0.0350289	-0.0221836	-1	
LG12	172541	175837	72	0.0134573	-0.0106096	-1	
LG12	172541	175871	72	0.0127566	0.0140818	0.503448	
LG12	172541	176015	72	0.00556917	-0.00482253	-1	
LG12	172541	176049	72	0.0166222	0.0133102	0.242105	
LG12	172541	176431	72	0.00713623	-0.0102238	-0.424	
LG12	172541	176526	72	0.0134573	-0.0106096	-1	
LG12	172541	176570	72	0.0238806	-0.0185185	-0.4	
LG12	172541	176902	72	0.00149254	0.00462963	0.1	
LG12	172541	176985	72	0.000284181	-0.00212191	-0.0709677	
LG12	172541	177035	72	0.0149254	-0.0115741	-1	
LG12	172541	177162	72	0.0120366	-0.00964506	-1	
LG12	172541	177339	72	0.0292537	0.0162037	0.28	
LG12	172541	177691	72	0.0196386	-0.0144676	-1	
LG12	172541	177787	72	0.00678426	-0.00578704	-1	
LG12	172541	178241	72	0.010661	-0.00868056	-1	
LG12	172541	178547	72	3.87672e-05	0.000771605	0.0181818	
LG12	172541	178640	72	0.0352381	0.0171682	0.291803	
LG12	172541	179117	72	0.0134573	-0.0106096	-1	
LG12	172541	179632	72	0.00898147	0.00713735	0.113846	
LG12	172541	179946	72	0.00313704	-0.00655864	-0.136	
LG12	172541	180420	72	0.000539548	-0.00250772	-0.152941	
LG12	172541	180574	72	0.000190702	0.00135031	0.0237288	
LG12	172541	181662	72	0.00438982	-0.00385802	-1	
LG12	172836	173513	72	0.078778	-0.0661651	-0.442581	
LG12	172836	173528	72	0.0601531	0.0335648	0.707317	
LG12	172836	173682	72	0.0352333	0.0422454	0.336406	
LG12	172836	174043	72	0.0598368	-0.0491898	-0.414634	
LG12	172836	174393	72	0.00561987	-0.0154321	-0.121951	
LG12	172836	174397	72	0.0496572	-0.0543981	-0.303226	
LG12	172836	174612	72	0.293299	-0.133873	-0.658444	
LG12	172836	174803	72	0.0347168	-0.043017	-0.236479	
LG12	172836	175837	72	0.084847	0.0518904	0.788856	
LG12	172836	175871	72	0.0658253	-0.0623071	-0.359288	
LG12	172836	176015	72	0.00873915	-0.011767	-0.297561	
LG12	172836	176049	72	0.00139964	-0.00752315	-0.0634146	
LG12	172836	176431	72	0.036352	-0.044946	-0.227317	
LG12	172836	176526	72	0.0032937	0.0102238	0.155425	
LG12	172836	176570	72	0.00629426	-0.0185185	-0.129032	
LG12	172836	176902	72	0.0393391	0.0462963	0.322581	
LG12	172836	176985	72	0.102541	-0.0785108	-0.32022	
LG12	172836	177035	72	0.0832415	-0.0532407	-0.560976	
LG12	172836	177162	72	0.00317251	-0.00964506	-0.121951	
LG12	172836	177339	72	0.00771046	0.0162037	0.225806	
LG12	172836	177691	72	0.030817	-0.0353009	-0.297561	
LG12	172836	177787	72	0.00178814	-0.00578704	-0.121951	
LG12	172836	178241	72	0.00550747	0.0121528	0.225806	
LG12	172836	178547	72	0.00368868	0.0146605	0.0875576	
LG12	172836	178640	72	0.0311535	-0.0314429	-0.361419	
LG12	172836	179117	72	0.0183211	0.0241127	0.366569	
LG12	172836	179632	72	0.00921486	0.0140818	0.336406	
LG12	172836	179946	72	0.0760146	0.0628858	0.361419	
LG12	172836	180420	72	0.0480661	0.0461034	0.45351	
LG12	172836	180574	72	0.000862691	-0.00559414	-0.054409	
LG12	172836	181662	72	0.00782154	0.0100309	0.419355	
LG12	173513	173528	72	0.170909	0.0543981	1	
LG12	173513	173682	72	0.312398	-0.120949	-0.635258	
LG12	173513	174043	72	0.139978	0.072338	1	
LG12	173513	174393	72	0.00151976	0.00771605	0.1	
LG12	173513	174397	72	0.0204498	-0.0335648	-0.232	
LG12	173513	174612	72	0.0348462	0.0443673	0.242105	
LG12	173513	174803	72	0.00402424	-0.0140818	-0.0675301	
LG12	173513	175837	72	0.00916384	-0.0163966	-0.16441	
LG12	173513	175871	72	0.0860107	0.0684799	0.330233	
LG12	173513	176015	72	0.0396951	0.0241127	1	
LG12	173513	176049	72	0.139978	0.072338	1	
LG12	173513	176431	72	0.0508646	0.0511188	0.424	
LG12	173513	176526	72	0.114914	-0.0580633	-0.582205	
LG12	173513	176570	72	0.00170213	0.00925926	0.0425532	
LG12	173513	176902	72	0.0208511	0.0324074	0.28	
LG12	173513	176985	72	0.00202555	0.0106096	0.0709677	
LG12	173513	177035	72	0.000170213	0.00231481	0.04	
LG12	173513	177162	72	0.0166095	-0.0212191	-0.234043	
LG12	173513	177339	72	0.00834043	0.0162037	0.28	
LG12	173513	177691	72	0.118477	-0.0665509	-0.489362	
LG12	173513	177787	72	0.0947776	-0.0405093	-0.744681	
LG12	173513	178241	72	0.0643161	-0.0399306	-0.489362	
LG12	173513	178547	72	0.00584692	-0.0177469	-0.0836364	
LG12	173513	178640	72	0.0522675	0.039159	0.738182	
LG12	173513	179117	72	0.0312636	-0.0302855	-0.303675	
LG12	173513	179632	72	0.0572831	0.0337577	1	
LG12	173513	179946	72	0.0279304	-0.0366512	-0.345455	
LG12	173513	180420	72	0.0397597	0.0403164	0.491765	
LG12	173513	180574	72	0.00135926	-0.00675154	-0.0572831	
LG12	173513	181662	72	0.0421026	-0.0223765	-0.617021	
LG12	173513	183481	72	0.0034868	0.0135031	0.0608696	
LG12	173528	173682	72	0.0374332	0.0243056	1	
LG12	173528	174043	72	0.0239234	0.0173611	1	
LG12	173528	174393	72	0.00162338	0.00462963	0.25	
LG12	173528	174397	72	0.0649351	-0.0347222	-1	
LG12	173528	174612	72	0.0340557	-0.025463	-0.647059	
LG12	173528	174803	72	0.00976043	0.0127315	0.478261	
LG12	173528	175837	72	0.000135483	-0.00115741	-0.0163934	
LG12	173528	175871	72	0.00357221	0.00810185	0.162791	
LG12	173528	176015	72	0.00678426	0.00578704	1	
LG12	173528	176049	72	0.0239234	0.0173611	1	
LG12	173528	176431	72	0.0130754	0.0150463	0.52	
LG12	173528	176526	72	0.0228966	-0.0150463	-0.213115	
LG12	173528	176570	72	0.0113636	0.0138889	0.25	
LG12	173528	176902	72	0.0454545	0.0277778	1	
LG12	173528	176985	72	0.00178814	-0.00578704	-0.121951	
LG12	173528	177035	72	0.0181818	-0.0138889	-0.2	
LG12	173528	177162	72	0.00058651	-0.00231481	-0.0322581	
LG12	173528	177339	72	0.0181818	0.0138889	1	
LG12	173528	177691	72	0.215311	-0.0520833	-0.789474	
LG12	173528	177787	72	0.0743802	-0.0208333	-0.272727	
LG12	173528	178241	72	0.036075	-0.0173611	-0.238095	
LG12	173528	178547	72	0.00118064	0.00462963	0.142857	
LG12	173528	178640	72	0.0163934	0.0127315	1	
LG12	173528	179117	72	0.0228966	-0.0150463	-0.213115	
LG12	173528	179632	72	0.00979021	0.00810185	1	
LG12	173528	179946	72	0.04	-0.025463	-1	
LG12	173528	180420	72	0.0280992	0.0196759	1	
LG12	173528	180574	72	0.0627	-0.0266204	-0.389831	
LG12	173528	181662	72	0.00534759	0.00462963	1	
LG12	173528	183481	72	0.00760109	0.0115741	0.217391	
LG12	173682	174043	72	0.108359	-0.0607639	-1	
LG12	173682	174393	72	0.00960384	0.0185185	0.117647	
LG12	173682	174397	72	0.000240096	-0.00347222	-0.0204082	
LG12	173682	174612	72	0.0624659	-0.056713	-0.368421	
LG12	173682	174803	72	0.0791049	0.0596065	0.300292	
LG12	173682	175837	72	0.0105324	-0.0167824	-0.376623	
LG12	173682	175871	72	0.00113887	-0.00752315	-0.0431894	
LG12	173682	176015	72	0.0307287	-0.0202546	-1	
LG12	173682	176049	72	0.108359	-0.0607639	-1	
LG12	173682	176431	72	0.00206687	0.00983796	0.0516717	
LG12	173682	176526	72	0.0562186	0.0387731	0.358289	
LG12	173682	176570	72	0.00420168	0.0138889	0.142857	
LG12	173682	176902	72	0.0378151	-0.0416667	-0.428571	
LG12	173682	176985	72	0.00349754	0.0133102	0.0801394	
LG12	173682	177035	72	0.00168067	0.00694444	0.0588235	
LG12	173682	177162	72	0.0338845	0.0289352	0.294118	
LG12	173682	177339	72	0.00168067	-0.00694444	-0.142857	
LG12	173682	177691	72	0.00221141	0.00868056	0.0588235	
LG12	173682	177787	72	0.0618793	0.03125	0.529412	
LG12	173682	178241	72	0.0225424	-0.0225694	-0.619048	
LG12	173682	178547	72	0.000109135	-0.00231481	-0.0204082	
LG12	173682	178640	72	0.000313091	-0.00289352	-0.0649351	
LG12	173682	179117	72	0.0105324	-0.0167824	-0.376623	
LG12	173682	179632	72	0.0115431	-0.0144676	-0.510204	
LG12	173682	179946	72	0.000763942	0.00578704	0.0649351	
LG12	173682	180420	72	0.00475442	-0.0133102	-0.193277	
LG12	173682	180574	72	0.0202579	-0.0248843	-0.472527	
LG12	173682	181662	72	0.0123579	0.0115741	0.294118	
LG12	173682	183481	72	0.00812231	-0.0196759	-0.10559	
LG12	174043	174393	72	0.0120301	-0.0185185	-0.4	
LG12	174043	174397	72	0.036391	-0.0381944	-0.314286	
LG12	174043	174612	72	0.121264	0.0706019	0.717647	
LG12	174043	174803	72	0.00337178	-0.0109954	-0.165217	
LG12	174043	175837	72	0.0474547	-0.0318287	-1	
LG12	174043	175871	72	0.123589	0.0700231	0.834483	
LG12	174043	176015	72	0.0196386	-0.0144676	-1	
LG12	174043	176049	72	0.168532	0.0677083	0.410526	
LG12	174043	176431	72	0.118477	0.0665509	0.489362	
LG12	174043	176526	72	0.0474547	-0.0318287	-1	
LG12	174043	176570	72	0.00526316	0.0138889	0.2	
LG12	174043	176902	72	0.0473684	0.0416667	0.3	
LG12	174043	176985	72	0.146499	0.0769676	0.64878	
LG12	174043	177035	72	0.0189474	-0.0208333	-0.6	
LG12	174043	177162	72	0.0359253	0.0266204	0.242105	
LG12	174043	177339	72	0.170526	0.0625	0.473684	
LG12	174043	177691	72	0.00542936	0.0121528	0.0736842	
LG12	174043	177787	72	0.0239234	-0.0173611	-1	
LG12	174043	178241	72	0.037594	-0.0260417	-1	
LG12	174043	178547	72	0.0723172	-0.0532407	-0.657143	
LG12	174043	178640	72	0.0474547	-0.0318287	-1	
LG12	174043	179117	72	0.000768688	-0.00405093	-0.127273	
LG12	174043	179632	72	0.0283401	-0.0202546	-1	
LG12	174043	179946	72	0.0367847	0.0358796	0.563636	
LG12	174043	180420	72	0.00190262	-0.00752315	-0.152941	
LG12	174043	180574	72	0.0856515	0.0457176	0.319838	
LG12	174043	181662	72	0.000619195	0.00231481	0.0526316	
LG12	174043	183481	72	0.0101743	0.0196759	0.261538	
LG12	174393	174397	72	0.204082	0.0925926	1	
LG12	174393	174612	72	0.0566121	0.0493827	0.470588	
LG12	174393	174803	72	0.319496	0.109568	0.72449	
LG12	174393	175837	72	0.00266127	0.00771605	0.0649351	
LG12	174393	175871	72	0.000916485	0.00617284	0.0689655	
LG12	174393	176015	72	0.00021322	-0.00154321	-0.1	
LG12	174393	176049	72	0.0368421	-0.0324074	-0.7	
LG12	174393	176431	72	0.0294225	0.0339506	0.234043	
LG12	174393	176526	72	0.00266127	0.00771605	0.0649351	
LG12	174393	176570	72	0.0273438	0.0324074	0.4375	
LG12	174393	176902	72	0.0273437	-0.0324074	-0.4375	
LG12	174393	176985	72	0.0202877	0.029321	0.231707	
LG12	174393	177035	72	0.0892857	0.0462963	0.357143	
LG12	174393	177162	72	0.0139401	-0.0169753	-0.55	
LG12	174393	177339	72	0.0571429	-0.037037	-1	
LG12	174393	177691	72	0.0120301	-0.0185185	-0.4	
LG12	174393	177787	72	0.00162338	-0.00462963	-0.25	
LG12	174393	178241	72	1.01878e-32	0	0	
LG12	174393	178547	72	0.00701531	-0.0169753	-0.196429	
LG12	174393	178640	72	0.00266127	0.00771605	0.0649351	
LG12	174393	179117	72	0.00170321	-0.00617284	-0.181818	
LG12	174393	179632	72	0.00392465	-0.00771605	-0.357143	
LG12	174393	179946	72	0.0888961	-0.0570988	-0.37	
LG12	174393	180420	72	0.0092437	0.0169753	0.1	
LG12	174393	180574	72	0.00596014	-0.0123457	-0.307692	
LG12	174393	181662	72	0.000262605	0.00154321	0.0357143	
LG12	174393	183481	72	0.0238892	-0.0308642	-0.217391	
LG12	174397	174612	72	0.0255639	0.0393519	0.178947	
LG12	174397	174803	72	0.209938	0.105324	0.791304	
LG12	174397	175837	72	0.0123057	-0.0196759	-0.220779	
LG12	174397	175871	72	0.055012	-0.056713	-0.337931	
LG12	174397	176015	72	0.0533049	0.0289352	1	
LG12	174397	176049	72	0.036391	-0.0381944	-0.314286	
LG12	174397	176431	72	0.000607903	0.00578704	0.04	
LG12	174397	176526	72	0.00106451	-0.00578704	-0.0649351	
LG12	174397	176570	72	0.0571429	0.0555556	0.285714	
LG12	174397	176902	72	4.40213e-33	0	0	
LG12	174397	176985	72	2.24795e-05	-0.00115741	-0.00487805	
LG12	174397	177035	72	0.142857	0.0694444	1	
LG12	174397	177162	72	0.00460829	-0.0115741	-0.142857	
LG12	174397	177339	72	0.142857	-0.0694444	-0.714286	
LG12	174397	177691	72	0.0869173	0.0590278	0.68	
LG12	174397	177787	72	0.0233766	0.0208333	0.6	
LG12	174397	178241	72	0.102041	0.0520833	1	
LG12	174397	178547	72	0.044898	0.0509259	0.314286	
LG12	174397	178640	72	0.0153715	0.0219907	0.345455	
LG12	174397	179117	72	0.0787311	0.0497685	0.781818	
LG12	174397	179632	72	0.0859655	-0.0428241	-0.755102	
LG12	174397	179946	72	0.0998442	-0.0717593	-0.563636	
LG12	174397	180420	72	0.106371	-0.068287	-0.495798	
LG12	174397	180574	72	0.00182529	-0.00810185	-0.0769231	
LG12	174397	181662	72	0.0268908	-0.0185185	-0.571429	
LG12	174397	183481	72	0.0505495	-0.0532407	-0.353846	
LG12	174612	174803	72	0.0291439	0.0397377	0.263427	
LG12	174612	175837	72	0.0470671	-0.038966	-0.483254	
LG12	174612	175871	72	0.00548437	0.0181327	0.0852995	
LG12	174612	176015	72	0.0221894	0.0189043	0.576471	
LG12	174612	176049	72	0.0782467	0.056713	0.576471	
LG12	174612	176431	72	0.0788591	0.0667438	0.407059	
LG12	174612	176526	72	0.0287958	0.0304784	0.42246	
LG12	174612	176570	72	0.204721	0.106481	0.605263	
LG12	174612	176902	72	0.000386997	0.00462963	0.0294118	
LG12	174612	176985	72	0.293299	0.133873	0.658444	
LG12	174612	177035	72	0.0749226	0.0509259	0.647059	
LG12	174612	177162	72	0.0479577	0.0378086	0.576471	
LG12	174612	177339	72	0.00247678	0.00925926	0.117647	
LG12	174612	177691	72	0.0446146	0.0428241	0.435294	
LG12	174612	177787	72	0.000281452	-0.00231481	-0.0526316	
LG12	174612	178241	72	0.000442282	0.00347222	0.0588235	
LG12	174612	178547	72	0.0102931	-0.0246914	-0.120301	
LG12	174612	178640	72	0.000226085	0.00270062	0.0374332	
LG12	174612	179117	72	0.00388035	-0.0111883	-0.138756	
LG12	174612	179632	72	0.025319	-0.023534	-0.458647	
LG12	174612	179946	72	0.00703631	-0.0192901	-0.13369	
LG12	174612	180420	72	0.03791	-0.0412809	-0.331269	
LG12	174612	180574	72	0.0515417	0.0435957	0.511312	
LG12	174612	181662	72	0.000182116	-0.00154321	-0.0526316	
LG12	174612	183481	72	0.00547749	-0.0177469	-0.104072	
LG12	174803	175837	72	0.0151398	0.0206404	0.198516	
LG12	174803	175871	72	0.0189054	0.0314429	0.244378	
LG12	174803	176015	72	0.00489743	-0.00829475	-0.373913	
LG12	174803	176049	72	0.0419278	-0.0387731	-0.582609	
LG12	174803	176431	72	0.098413	0.0696373	0.33395	
LG12	174803	176526	72	0.00181033	-0.00713735	-0.146245	
LG12	174803	176570	72	0.0869565	0.0648148	0.608696	
LG12	174803	176902	72	0.028394	-0.037037	-0.347826	
LG12	174803	176985	72	0.060754	0.0569059	0.312831	
LG12	174803	177035	72	0.0640639	0.0439815	0.387755	
LG12	174803	177162	72	0.0583965	0.038966	0.412245	
LG12	174803	177339	72	0.0512866	-0.0393519	-0.73913	
LG12	174803	177691	72	0.0553776	0.0445602	0.314286	
LG12	174803	177787	72	0.0136323	0.0150463	0.265306	
LG12	174803	178241	72	0.000126759	0.00173611	0.0204082	
LG12	174803	178547	72	1.15235e-05	0.000771605	0.00395257	
LG12	174803	178640	72	0.00161991	0.00675154	0.0649351	
LG12	174803	179117	72	0.0151398	0.0206404	0.198516	
LG12	174803	179632	72	0.015447	-0.0171682	-0.552795	
LG12	174803	179946	72	0.103383	-0.0690586	-0.332096	
LG12	174803	180420	72	0.0100679	-0.0198688	-0.263427	
LG12	174803	180574	72	0.00796961	-0.0160108	-0.277592	
LG12	174803	181662	72	0.00130487	-0.00385802	-0.217391	
LG12	174803	183481	72	0.0110424	-0.023534	-0.115312	
LG12	175837	175871	72	0.012679	0.0198688	0.322884	
LG12	175837	176015	72	0.0134573	-0.0106096	-1	
LG12	175837	176049	72	0.0474547	-0.0318287	-1	
LG12	175837	176431	72	0.00441513	-0.0113812	-0.214545	
LG12	175837	176526	72	0.0325181	-0.023341	-1	
LG12	175837	176570	72	0.0119225	-0.0185185	-0.181818	
LG12	175837	176902	72	0.00298063	-0.00925926	-0.181818	
LG12	175837	176985	72	0.0455056	-0.0380015	-0.577713	
LG12	175837	177035	72	0.00745156	-0.0115741	-0.454545	
LG12	175837	177162	72	0.00277871	0.00655864	0.0557377	
LG12	175837	177339	72	0.00745156	-0.0115741	-0.454545	
LG12	175837	177691	72	0.000768688	-0.00405093	-0.127273	
LG12	175837	177787	72	0.0163934	-0.0127315	-1	
LG12	175837	178241	72	0.0359804	0.0225694	0.213115	
LG12	175837	178547	72	0.00327095	0.0100309	0.107438	
LG12	175837	178640	72	0.0053327	-0.00945216	-0.404959	
LG12	175837	179117	72	0.00117493	0.00443673	0.0342772	
LG12	175837	179632	72	0.262325	0.054591	0.662763	
LG12	175837	179946	72	0.000915865	0.00501543	0.107438	
LG12	175837	180420	72	0.0477044	0.0333719	0.28595	
LG12	175837	180574	72	1.94304e-06	0.000192901	0.00154083	
LG12	175837	181662	72	0.00429561	0.00540123	0.114754	
LG12	175837	183481	72	0.0570655	0.0412809	0.748252	
LG12	175837	185635	72	0.139838	0.0655864	0.702479	
LG12	175871	176015	72	0.110654	-0.0414738	-1	
LG12	175871	176049	72	8.44131e-06	0.000578704	0.00689655	
LG12	175871	176431	72	0.130334	0.0842978	0.602759	
LG12	175871	176526	72	0.192176	-0.0773534	-0.84778	
LG12	175871	176570	72	0.160385	-0.0925926	-0.689655	
LG12	175871	176902	72	0.194066	-0.101852	-0.511628	
LG12	175871	176985	72	0.0202159	0.0345293	0.19911	
LG12	175871	177035	72	0.000160385	-0.00231481	-0.0232558	
LG12	175871	177162	72	0.00708281	0.0142747	0.255172	
LG12	175871	177339	72	0.00400962	0.0115741	0.172414	
LG12	175871	177691	72	0.0449838	0.0422454	0.503448	
LG12	175871	177787	72	0.0210687	0.0196759	0.586207	
LG12	175871	178241	72	0.140337	-0.0607639	-0.813953	
LG12	175871	178547	72	0.15248	-0.0933642	-0.401993	
LG12	175871	178640	72	0.0152605	-0.0217978	-0.238901	
LG12	175871	179117	72	0.0152605	-0.0217978	-0.238901	
